,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bilateral_diameter,param_dp,param_gaussian_kernel,param_max_radius,param_median_kernel,param_method,param_min_dist,param_min_radius,param_param1,param_param2,param_use_bilateral_blur,param_use_gaussian_blur,param_use_median_blur,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.20794005393981935,0.08033770223614403,216.97969965934755,32.26879984202327,9,1,5,500,11,3,1000,50,20,20,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 20, 'param2': 20, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-7.985950940558921,-11.80273568429556,-70.72455920082037,-23.73149103059191,-42.69099469121861,-31.387146309497076,23.086719919471207,23
1,0.20218052864074706,0.08707433291524139,151.59592399597167,28.906036755311014,9,1,5,500,11,3,1000,50,20,30,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 20, 'param2': 30, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-7.985950940558921,-11.80273568429556,-44.20838658885693,-23.73149103059191,-23.55399972100993,-22.25651279306265,12.638624827897821,18
2,0.33260884284973147,0.08828355820031042,111.65533123016357,24.149146918980176,9,1,5,500,11,3,1000,50,20,40,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 20, 'param2': 40, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-7.985950940558921,-11.80273568429556,-18.218403044502868,-23.73149103059191,-23.55399972100993,-17.058516084191837,6.29285159477881,13
3,0.4920766353607178,0.2538253962521804,85.34828691482544,20.925448363506835,9,1,5,500,11,3,1000,50,20,50,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 20, 'param2': 50, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-7.985950940558921,-11.80273568429556,-18.218403044502868,-23.73149103059191,-23.55399972100993,-17.058516084191837,6.29285159477881,13
4,0.40325345993041994,0.25607401327821816,63.04025416374206,16.583127969488785,9,1,5,500,11,3,1000,50,20,60,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 20, 'param2': 60, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-7.985950940558921,-11.80273568429556,-18.218403044502868,-23.73149103059191,-23.55399972100993,-17.058516084191837,6.29285159477881,13
5,0.4195354461669922,0.07888833611749357,53.12146596908569,15.035717918257044,9,1,5,500,11,3,1000,50,20,70,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 20, 'param2': 70, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-7.985950940558921,-11.80273568429556,-18.218403044502868,-23.73149103059191,-23.504036525380904,-17.04852344506603,6.282560509648627,12
6,0.45699167251586914,0.09310111166769887,45.59187393188476,16.421165103806846,9,1,5,500,11,3,1000,50,20,80,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 20, 'param2': 80, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-7.985950940558921,-11.767881761378776,-18.218403044502868,-23.73149103059191,-21.92143103986952,-16.725031563380398,5.987788647860288,11
7,0.21747264862060547,0.1351625859260674,38.5062337398529,15.161521019046642,9,1,5,500,11,3,1000,50,20,100,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 20, 'param2': 100, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-7.585539192245704,-11.767881761378776,-18.218403044502868,-23.775415014965922,-20.0108565910506,-16.271619120828774,5.82770026775049,10
8,0.399783992767334,0.12064004044401588,122.23720760345459,21.86272877107301,9,1,5,500,11,3,1000,50,30,20,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 30, 'param2': 20, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-39.31666105255709,-11.127957783363017,-67.7527846452587,-38.851450883455755,-66.86463239456258,-44.78269735183943,21.03775415016586,26
9,0.3243438243865967,0.1550377369704064,91.1549174785614,22.110542242227552,9,1,5,500,11,3,1000,50,30,30,True,True,True,"{'bilateral_diameter': 9, 'dp': 1, 'gaussian_kernel': 5, 'max_radius': 500, 'median_kernel': 11, 'method': 3, 'min_dist': 1000, 'min_radius': 50, 'param1': 30, 'param2': 30, 'use_bilateral_blur': True, 'use_gaussian_blur': True, 'use_median_blur': True}",-37.922807026695814,-11.127957783363017,-36.697023079302824,-38.851450883455755,-20.987950309194794,-29.11743781640244,11.130549034667546,19
